100,1051042,82542,527375,167750,1833417,77917,153625,134917
100,4283125,90792,1496125,209375,2570250,78916,61166,56875
100,0.001022,8.2833E-5,2.94458E-4,1.575E-4,9.32291E-4,5.9459E-5,6.0E-5,5.6333E-5
800,0.031133417,0.001139958,0.00428975,0.001758458,0.029246458,4.55416E-4,3.865E-4,2.44208E-4
100,0.002470166,2.2875E-4,0.001093458,1.68708E-4,0.002098084,1.72416E-4,1.60459E-4,1.62167E-4
200,0.003072083,3.24541E-4,6.9575E-4,2.97667E-4,0.001669375,9.9208E-5,1.05E-4,1.02125E-4
300,0.015847958,2.23916E-4,0.001952958,4.45042E-4,0.005616916,1.72458E-4,1.79208E-4,1.67792E-4
300,0.003851917,1.33084E-4,0.0010265,2.5025E-4,0.002882417,1.47708E-4,1.62708E-4,8.3875E-5
300,0.00357325,1.19333E-4,7.52958E-4,1.5725E-4,0.002594167,1.37833E-4,1.585E-4,8.9167E-5
400,0.01477625,2.47875E-4,0.003511916,6.06833E-4,0.013088167,2.76667E-4,2.62584E-4,1.89625E-4
500,0.008378334,2.44583E-4,0.00101675,2.48959E-4,0.009492667,5.06125E-4,5.35791E-4,1.59167E-4
600,0.015059625,5.09834E-4,0.003013,6.65917E-4,0.014345041,3.39083E-4,3.87208E-4,2.42458E-4
700,0.013739166,3.49083E-4,0.001186833,4.68542E-4,0.012805875,3.49333E-4,4.49292E-4,2.48458E-4
100,9.255E-4,7.35E-5,3.38875E-4,1.54583E-4,9.1825E-4,6.4083E-5,6.4541E-5,5.8083E-5
200,0.003512208,1.76291E-4,0.001095042,4.13875E-4,0.002643542,1.05667E-4,1.00041E-4,9.675E-5
300,0.005834791,1.61542E-4,8.12917E-4,2.40125E-4,0.004536791,1.82583E-4,1.825E-4,1.73667E-4
400,0.0146805,2.42583E-4,0.002099916,8.9075E-4,0.010529042,2.20583E-4,2.61542E-4,3.33458E-4
500,0.017335167,3.83583E-4,0.002855792,2.99417E-4,0.010415042,4.32459E-4,4.09833E-4,1.86333E-4
600,0.010248166,3.15334E-4,0.001950792,4.815E-4,0.010638709,3.69625E-4,3.56459E-4,1.79375E-4
700,0.020262792,9.84584E-4,0.001685875,6.17333E-4,0.012953833,3.89292E-4,3.84458E-4,2.12291E-4
800,0.019301167,9.7225E-4,0.002460542,0.001290416,0.016074334,9.04292E-4,3.91083E-4,2.14083E-4
